original_seq	label	blocks
chr7-15880921-15881085_CPRP	chr7-15880921-15881085_CPRP_WT;HAND_swapACE	A,b,C,d,E,f,g
chr7-15880921-15881085_CPRP	chr7-15880921-15881085_CPRP_WT;HAND_swapACG	A,b,C,d,e,f,G
chr7-15880921-15881085_CPRP	chr7-15880921-15881085_CPRP_WT;HAND_swapAE	A,b,c,d,E,f,g
chr7-15880921-15881085_CPRP	chr7-15880921-15881085_CPRP_WT;HAND_swapAEG	A,b,c,d,E,f,G
chr7-15880921-15881085_CPRP	chr7-15880921-15881085_CPRP_WT;HAND_swapAG	A,b,c,d,e,f,G
chr7-15880921-15881085_CPRP	chr7-15880921-15881085_CPRP_WT;HAND_swapBF	a,B,c,d,e,F,g
chr7-15880921-15881085_CPRP	chr7-15880921-15881085_CPRP_WT;HAND_swapC	a,b,C,d,e,f,g
chr7-15880921-15881085_CPRP	chr7-15880921-15881085_CPRP_WT;HAND_swapCE	a,b,C,d,E,f,g
chr7-15880921-15881085_CPRP	chr7-15880921-15881085_CPRP_WT;HAND_swapCEG	a,b,C,d,E,f,G
chr7-15880921-15881085_CPRP	chr7-15880921-15881085_CPRP_WT;HAND_swapCG	a,b,C,d,e,f,G
chr7-15880921-15881085_CPRP	chr7-15880921-15881085_CPRP_WT;HAND_swapD	a,b,c,D,e,f,g
chr7-15880921-15881085_CPRP	chr7-15880921-15881085_CPRP_WT;HAND_swapE	a,b,c,d,E,f,g
chr7-15880921-15881085_CPRP	chr7-15880921-15881085_CPRP_WT;HAND_swapEG	a,b,c,d,E,f,G
chr7-15880921-15881085_CPRP	chr7-15880921-15881085_CPRP_WT;HAND_swapG	a,b,c,d,e,f,G
chr2-35035346-35035510_CPPN	chr2-35035346-35035510_CPPN_WT;HAND_134dCRX-F_v2	A,B,C,D,E,Fx130-144,G
chr2-35035346-35035510_CPPN	chr2-35035346-35035510_CPPN_WT;HAND_79dCRX-F,134dCRX-F_v3	A,B,C,Dx75-89,E,Fx130-144,G
chr2-35035346-35035510_CPPN	chr2-35035346-35035510_CPPN_WT;HAND_79dCRX-F_v3	A,B,C,Dx75-89,E,F,G
chr2-35035346-35035510_CPPN	chr2-35035346-35035510_CPPN_WT;HAND_moveBF	A,F,C,D,E,B,G
chr2-35035346-35035510_CPPN	chr2-35035346-35035510_CPPN_WT;HAND_moveBF-swapB	A,b,C,D,E,B,G
chr2-35035346-35035510_CPPN	chr2-35035346-35035510_CPPN_WT;HAND_moveBF-swapD	A,F,C,d,E,B,G
chr2-35035346-35035510_CPPN	chr2-35035346-35035510_CPPN_WT;HAND_spacer1-20Scramble1	Ax0-20,B,C,D,E,F,G
chr2-35035346-35035510_CPPN	chr2-35035346-35035510_CPPN_WT;HAND_spacer1-20Scramble3	Ax0-20,B,C,D,E,F,G
chr2-35035346-35035510_CPPN	chr2-35035346-35035510_CPPN_WT;HAND_spacer1-20Scramble5	Ax0-20,B,C,D,E,F,G
chr2-35035346-35035510_CPPN	chr2-35035346-35035510_CPPN_WT;HAND_spacer1-75Scramble2	Ax0-65,Bx65-73,Cx73-75,D,E,F,G
chr2-35035346-35035510_CPPN	chr2-35035346-35035510_CPPN_WT;HAND_spacer1-75Scramble4	Ax0-65,Bx65-73,Cx73-75,D,E,F,G
chr2-35035346-35035510_CPPN	chr2-35035346-35035510_CPPN_WT;HAND_spacer100-119Scramble1	A,B,C,D,Ex99-119,F,G
chr2-35035346-35035510_CPPN	chr2-35035346-35035510_CPPN_WT;HAND_spacer100-119Scramble3	A,B,C,D,Ex99-119,F,G
chr2-35035346-35035510_CPPN	chr2-35035346-35035510_CPPN_WT;HAND_spacer100-119Scramble5	A,B,C,D,Ex99-119,F,G
chr2-35035346-35035510_CPPN	chr2-35035346-35035510_CPPN_WT;HAND_spacer11-30Scramble2	Ax10-30,B,C,D,E,F,G
chr2-35035346-35035510_CPPN	chr2-35035346-35035510_CPPN_WT;HAND_spacer11-30Scramble4	Ax10-30,B,C,D,E,F,G
chr2-35035346-35035510_CPPN	chr2-35035346-35035510_CPPN_WT;HAND_spacer110-129Scramble2	A,B,C,D,Ex109-129,F,G
chr2-35035346-35035510_CPPN	chr2-35035346-35035510_CPPN_WT;HAND_spacer110-129Scramble4	A,B,C,D,Ex109-129,F,G
chr2-35035346-35035510_CPPN	chr2-35035346-35035510_CPPN_WT;HAND_spacer111-130Scramble1	A,B,C,D,Ex110-130,F,G
chr2-35035346-35035510_CPPN	chr2-35035346-35035510_CPPN_WT;HAND_spacer111-130Scramble3	A,B,C,D,Ex110-130,F,G
chr2-35035346-35035510_CPPN	chr2-35035346-35035510_CPPN_WT;HAND_spacer111-130Scramble5	A,B,C,D,Ex110-130,F,G
chr2-35035346-35035510_CPPN	chr2-35035346-35035510_CPPN_WT;HAND_spacer145-164Scramble2	A,B,C,D,E,F,Gx144-164
chr2-35035346-35035510_CPPN	chr2-35035346-35035510_CPPN_WT;HAND_spacer145-164Scramble4	A,B,C,D,E,F,Gx144-164
chr2-35035346-35035510_CPPN	chr2-35035346-35035510_CPPN_WT;HAND_spacer21-40Scramble1	Ax20-40,B,C,D,E,F,G
chr2-35035346-35035510_CPPN	chr2-35035346-35035510_CPPN_WT;HAND_spacer21-40Scramble3	Ax20-40,B,C,D,E,F,G
chr2-35035346-35035510_CPPN	chr2-35035346-35035510_CPPN_WT;HAND_spacer21-40Scramble5	Ax20-40,B,C,D,E,F,G
chr2-35035346-35035510_CPPN	chr2-35035346-35035510_CPPN_WT;HAND_spacer31-50Scramble2	Ax30-50,B,C,D,E,F,G
chr2-35035346-35035510_CPPN	chr2-35035346-35035510_CPPN_WT;HAND_spacer31-50Scramble4	Ax30-50,B,C,D,E,F,G
chr2-35035346-35035510_CPPN	chr2-35035346-35035510_CPPN_WT;HAND_spacer41-60Scramble1	Ax40-60,B,C,D,E,F,G
chr2-35035346-35035510_CPPN	chr2-35035346-35035510_CPPN_WT;HAND_spacer41-60Scramble3	Ax40-60,B,C,D,E,F,G
chr2-35035346-35035510_CPPN	chr2-35035346-35035510_CPPN_WT;HAND_spacer41-60Scramble5	Ax40-60,B,C,D,E,F,G
chr2-35035346-35035510_CPPN	chr2-35035346-35035510_CPPN_WT;HAND_spacer51-70Scramble2	Ax50-65,Bx65-70,C,D,E,F,G
chr2-35035346-35035510_CPPN	chr2-35035346-35035510_CPPN_WT;HAND_spacer51-70Scramble4	Ax50-65,Bx65-70,C,D,E,F,G
chr2-35035346-35035510_CPPN	chr2-35035346-35035510_CPPN_WT;HAND_spacer56-75Scramble1	Ax55-65,Bx65-73,Cx73-75,D,E,F,G
chr2-35035346-35035510_CPPN	chr2-35035346-35035510_CPPN_WT;HAND_spacer56-75Scramble3	Ax55-65,Bx65-73,Cx73-75,D,E,F,G
chr2-35035346-35035510_CPPN	chr2-35035346-35035510_CPPN_WT;HAND_spacer56-75Scramble5	Ax55-65,Bx65-73,Cx73-75,D,E,F,G
chr2-35035346-35035510_CPPN	chr2-35035346-35035510_CPPN_WT;HAND_spacer90-109Scramble2	A,B,C,D,Ex89-109,F,G
chr2-35035346-35035510_CPPN	chr2-35035346-35035510_CPPN_WT;HAND_spacer90-109Scramble4	A,B,C,D,Ex89-109,F,G
chr2-35035346-35035510_CPPN	chr2-35035346-35035510_CPPN_WT;HAND_spacer90-130Scramble1	A,B,C,D,Ex89-130,F,G
chr2-35035346-35035510_CPPN	chr2-35035346-35035510_CPPN_WT;HAND_spacer90-130Scramble3	A,B,C,D,Ex89-130,F,G
chr2-35035346-35035510_CPPN	chr2-35035346-35035510_CPPN_WT;HAND_spacer90-130Scramble5	A,B,C,D,Ex89-130,F,G
chr2-35035346-35035510_CPPN	chr2-35035346-35035510_CPPN_WT;HAND_swapA	a,B,C,D,E,F,G
chr2-35035346-35035510_CPPN	chr2-35035346-35035510_CPPN_WT;HAND_swapAC	a,B,c,D,E,F,G
chr2-35035346-35035510_CPPN	chr2-35035346-35035510_CPPN_WT;HAND_swapACE	a,B,c,D,e,F,G
chr2-35035346-35035510_CPPN	chr2-35035346-35035510_CPPN_WT;HAND_swapACG	a,B,c,D,E,F,g
chr2-35035346-35035510_CPPN	chr2-35035346-35035510_CPPN_WT;HAND_swapAE	a,B,C,D,e,F,G
chr2-35035346-35035510_CPPN	chr2-35035346-35035510_CPPN_WT;HAND_swapAEG	a,B,C,D,e,F,g
chr2-35035346-35035510_CPPN	chr2-35035346-35035510_CPPN_WT;HAND_swapAG	a,B,C,D,E,F,g
chr2-35035346-35035510_CPPN	chr2-35035346-35035510_CPPN_WT;HAND_swapBF	A,b,C,D,E,f,G
chr2-35035346-35035510_CPPN	chr2-35035346-35035510_CPPN_WT;HAND_swapC	A,B,c,D,E,F,G
chr2-35035346-35035510_CPPN	chr2-35035346-35035510_CPPN_WT;HAND_swapCE	A,B,c,D,e,F,G
chr2-35035346-35035510_CPPN	chr2-35035346-35035510_CPPN_WT;HAND_swapCEG	A,B,c,D,e,F,g
chr2-35035346-35035510_CPPN	chr2-35035346-35035510_CPPN_WT;HAND_swapCG	A,B,c,D,E,F,g
chr2-35035346-35035510_CPPN	chr2-35035346-35035510_CPPN_WT;HAND_swapD	A,B,C,d,E,F,G
chr2-35035346-35035510_CPPN	chr2-35035346-35035510_CPPN_WT;HAND_swapE	A,B,C,D,e,F,G
chr2-35035346-35035510_CPPN	chr2-35035346-35035510_CPPN_WT;HAND_swapEG	A,B,C,D,e,F,g
chr2-35035346-35035510_CPPN	chr2-35035346-35035510_CPPN_WT;HAND_swapG	A,B,C,D,E,F,g
chr7-15880921-15881085_CPRP	chr7-15880921-15881085_CPRP_WT;HAND_moveBF-swapDF	a,f,c,D,e,F,g
chr7-15880921-15881085_CPRP	chr7-15880921-15881085_CPRP_WT;HAND_moveBF-swapF	a,f,c,d,e,F,g
chr7-15880921-15881085_CPRP	chr7-15880921-15881085_CPRP_WT;HAND_otherRearranged-swapBD	a,F,c,D,e,f,g
chr7-15880921-15881085_CPRP	chr7-15880921-15881085_CPRP_WT;HAND_swapBFD	a,B,c,D,e,F,g
chr2-35035346-35035510_CPPN	chr2-35035346-35035510_CPPN_WT	A,B,C,D,E,F,G
chr7-15880921-15881085_CPRP	chr7-15880921-15881085_CPRP_WT	a,b,c,d,e,f,g
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74dCRX-F,79dCRX-F	A,B,C,Dx70-89x75-89,E,F,G
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_79dCRX-F	A,B,C,Dx75-89,E,F,G
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_79dCRX-F,128dCRX-R	A,B,C,Dx75-89,E,Fx124-138,G
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_128dCRX-R	A,B,C,D,E,Fx124-138,G
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74dCRX-F	A,B,C,Dx70-89,E,F,G
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74dCRX-F,128dCRX-R	A,B,C,Dx70-89,E,Fx124-138,G
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74dCRX-F,79dCRX-F,128dCRX-R	A,B,C,Dx70-89x75-89,E,Fx124-138,G
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_128dCRX-R_v2	A,B,C,D,E,Fx124-138,G
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74dCRX-F,128dCRX-R_v2	A,B,C,Dx70-89,E,Fx124-138,G
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74dCRX-F,79dCRX-F,128dCRX-R_v2	A,B,C,Dx70-89x75-89,E,Fx124-138,G
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74dCRX-F,79dCRX-F_v3	A,B,C,Dx70-89x75-89,E,F,G
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74dCRX-F_v2	A,B,C,Dx70-89,E,F,G
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_79dCRX-F,128dCRX-R_v3	A,B,C,Dx75-89,E,Fx124-138,G
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_79dCRX-F_v3	A,B,C,Dx75-89,E,F,G
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_moveFf;HAND_swapBDF	A,b,C,d,E,fr129-135:121-129,G
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_spacer1-20Scramble2	Ax0-20,B,C,D,E,F,G
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_spacer1-20Scramble4	Ax0-20,B,C,D,E,F,G
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_spacer1-70Scramble1	Ax0-54,Bx54-62,Cx62-70,D,E,F,G
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_spacer1-70Scramble3	Ax0-54,Bx54-62,Cx62-70,D,E,F,G
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_spacer1-70Scramble5	Ax0-54,Bx54-62,Cx62-70,D,E,F,G
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_spacer100-119Scramble1	A,B,C,D,Ex99-119,F,G
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_spacer100-119Scramble3	A,B,C,D,Ex99-119,F,G
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_spacer100-119Scramble5	A,B,C,D,Ex99-119,F,G
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_spacer105-124Scramble2	A,B,C,D,Ex104-121,Fx121-124,G
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_spacer105-124Scramble4	A,B,C,D,Ex104-121,Fx121-124,G
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_spacer11-30Scramble1	Ax10-30,B,C,D,E,F,G
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_spacer11-30Scramble3	Ax10-30,B,C,D,E,F,G
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_spacer11-30Scramble5	Ax10-30,B,C,D,E,F,G
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_spacer139-164Scramble1	A,B,C,D,E,F,Gx138-164
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_spacer139-164Scramble3	A,B,C,D,E,F,Gx138-164
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_spacer139-164Scramble5	A,B,C,D,E,F,Gx138-164
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_spacer21-40Scramble2	Ax20-40,B,C,D,E,F,G
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_spacer21-40Scramble4	Ax20-40,B,C,D,E,F,G
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_spacer31-50Scramble1	Ax30-50,B,C,D,E,F,G
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_spacer31-50Scramble3	Ax30-50,B,C,D,E,F,G
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_spacer31-50Scramble5	Ax30-50,B,C,D,E,F,G
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_spacer41-60Scramble2	Ax40-54,Bx54-60,C,D,E,F,G
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_spacer41-60Scramble4	Ax40-54,Bx54-60,C,D,E,F,G
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_spacer51-70Scramble1	Ax50-54,Bx54-62,Cx62-70,D,E,F,G
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_spacer51-70Scramble3	Ax50-54,Bx54-62,Cx62-70,D,E,F,G
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_spacer51-70Scramble5	Ax50-54,Bx54-62,Cx62-70,D,E,F,G
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_spacer90-109Scramble2	A,B,C,D,Ex89-109,F,G
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_spacer90-109Scramble4	A,B,C,D,Ex89-109,F,G
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_spacer90-124Scramble2	A,B,C,D,Ex89-121,Fx121-124,G
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_spacer90-124Scramble4	A,B,C,D,Ex89-121,Fx121-124,G
chr5-136961841-136962005_UPPP	chr5-136961841-136962005_UPPP_WT;HAND_moveFf	a,b,c,d,e,fr129-135:121-129,g
chr5-136961841-136962005_UPPP	chr5-136961841-136962005_UPPP_WT;HAND_swapA	A,b,c,d,e,f,g
chr5-136961841-136962005_UPPP	chr5-136961841-136962005_UPPP_WT;HAND_swapAC	A,b,C,d,e,f,g
chr5-136961841-136962005_UPPP	chr5-136961841-136962005_UPPP_WT;HAND_swapACE	A,b,C,d,E,f,g
chr5-136961841-136962005_UPPP	chr5-136961841-136962005_UPPP_WT;HAND_swapACG	A,b,C,d,e,f,G
chr5-136961841-136962005_UPPP	chr5-136961841-136962005_UPPP_WT;HAND_swapAE	A,b,c,d,E,f,g
chr5-136961841-136962005_UPPP	chr5-136961841-136962005_UPPP_WT;HAND_swapAEG	A,b,c,d,E,f,G
chr5-136961841-136962005_UPPP	chr5-136961841-136962005_UPPP_WT;HAND_swapAG	A,b,c,d,e,f,G
chr5-136961841-136962005_UPPP	chr5-136961841-136962005_UPPP_WT;HAND_swapBD	a,B,c,D,e,f,g
chr5-136961841-136962005_UPPP	chr5-136961841-136962005_UPPP_WT;HAND_swapC	a,b,C,d,e,f,g
chr5-136961841-136962005_UPPP	chr5-136961841-136962005_UPPP_WT;HAND_swapCE	a,b,C,d,E,f,g
chr5-136961841-136962005_UPPP	chr5-136961841-136962005_UPPP_WT;HAND_swapCEG	a,b,C,d,E,f,G
chr5-136961841-136962005_UPPP	chr5-136961841-136962005_UPPP_WT;HAND_swapCG	a,b,C,d,e,f,G
chr5-136961841-136962005_UPPP	chr5-136961841-136962005_UPPP_WT;HAND_swapEG	a,b,c,d,E,f,G
chr5-136961841-136962005_UPPP	chr5-136961841-136962005_UPPP_WT;HAND_swapF	a,b,c,d,e,F,g
chr5-136961841-136962005_UPPP	chr5-136961841-136962005_UPPP_WT;HAND_swapG	a,b,c,d,e,f,G
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74dCRX-F,128dCRX-R_v3	A,B,C,Dx70-89,E,Fx124-138,G
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74dCRX-F,79dCRX-F,128dCRX-R_v3	A,B,C,Dx70-89x75-89,E,Fx124-138,G
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74dCRX-F,79dCRX-F_v2	A,B,C,Dx70-89x75-89,E,F,G
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74dCRX-F_v3	A,B,C,Dx70-89,E,F,G
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_79dCRX-F,128dCRX-R_v2	A,B,C,Dx75-89,E,Fx124-138,G
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_79dCRX-F_v2	A,B,C,Dx75-89,E,F,G
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_moveFf	A,B,C,D,E,Fr127-135:121-127,G
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_moveFf;HAND_swapBD	A,b,C,d,E,Fr127-135:121-127,G
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_moveFf;HAND_swapF	A,B,C,D,E,fr129-135:121-129,G
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_spacer1-20Scramble1	Ax0-20,B,C,D,E,F,G
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_spacer1-20Scramble3	Ax0-20,B,C,D,E,F,G
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_spacer1-20Scramble5	Ax0-20,B,C,D,E,F,G
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_spacer1-70Scramble2	Ax0-54,Bx54-62,Cx62-70,D,E,F,G
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_spacer1-70Scramble4	Ax0-54,Bx54-62,Cx62-70,D,E,F,G
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_spacer100-119Scramble2	A,B,C,D,Ex99-119,F,G
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_spacer100-119Scramble4	A,B,C,D,Ex99-119,F,G
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_spacer105-124Scramble1	A,B,C,D,Ex104-121,Fx121-124,G
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_spacer105-124Scramble3	A,B,C,D,Ex104-121,Fx121-124,G
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_spacer105-124Scramble5	A,B,C,D,Ex104-121,Fx121-124,G
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_spacer11-30Scramble2	Ax10-30,B,C,D,E,F,G
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_spacer11-30Scramble4	Ax10-30,B,C,D,E,F,G
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_spacer139-164Scramble2	A,B,C,D,E,F,Gx138-164
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_spacer139-164Scramble4	A,B,C,D,E,F,Gx138-164
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_spacer21-40Scramble1	Ax20-40,B,C,D,E,F,G
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_spacer21-40Scramble3	Ax20-40,B,C,D,E,F,G
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_spacer21-40Scramble5	Ax20-40,B,C,D,E,F,G
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_spacer31-50Scramble2	Ax30-50,B,C,D,E,F,G
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_spacer31-50Scramble4	Ax30-50,B,C,D,E,F,G
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_spacer41-60Scramble1	Ax40-54,Bx54-60,C,D,E,F,G
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_spacer41-60Scramble3	Ax40-54,Bx54-60,C,D,E,F,G
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_spacer41-60Scramble5	Ax40-54,Bx54-60,C,D,E,F,G
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_spacer51-70Scramble2	Ax50-54,Bx54-62,Cx62-70,D,E,F,G
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_spacer51-70Scramble4	Ax50-54,Bx54-62,Cx62-70,D,E,F,G
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_spacer90-109Scramble1	A,B,C,D,Ex89-109,F,G
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_spacer90-109Scramble3	A,B,C,D,Ex89-109,F,G
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_spacer90-109Scramble5	A,B,C,D,Ex89-109,F,G
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_spacer90-124Scramble1	A,B,C,D,Ex89-121,Fx121-124,G
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_spacer90-124Scramble3	A,B,C,D,Ex89-121,Fx121-124,G
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_spacer90-124Scramble5	A,B,C,D,Ex89-121,Fx121-124,G
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_swapA	a,B,C,D,E,F,G
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_swapAC	a,B,c,D,E,F,G
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_swapACE	a,B,c,D,e,F,G
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_swapACG	a,B,c,D,E,F,g
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_swapAE	a,B,C,D,e,F,G
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_swapAEG	a,B,C,D,e,F,g
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_swapAG	a,B,C,D,E,F,g
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_swapC	A,B,c,D,E,F,G
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_swapCE	A,B,c,D,e,F,G
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_swapCEG	A,B,c,D,e,F,g
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_swapCG	A,B,c,D,E,F,g
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_swapE	A,B,C,D,e,F,G
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_swapEG	A,B,C,D,e,F,g
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_swapG	A,B,C,D,E,F,g
chr5-136961841-136962005_UPPP	chr5-136961841-136962005_UPPP_WT;HAND_swapBDF	a,B,c,D,e,F,g
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT	A,B,C,D,E,F,G
chr5-136961841-136962005_UPPP	chr5-136961841-136962005_UPPP_WT	a,b,c,d,e,f,g
chr3-88145447-88145611_CPPP	chr3-88145447-88145611_CPPP_WT;HAND_79dCRX-F	A,B,Cx75-89,D,E,F
chr3-88145447-88145611_CPPP	chr3-88145447-88145611_CPPP_WT;HAND_79dCRX-F,125dNDF1-R	A,B,Cx75-89,D,Ex121-137,F
chr3-88145447-88145611_CPPP	chr3-88145447-88145611_CPPP_WT;HAND_125dNDF1-R	A,B,C,D,Ex121-137,F
chr3-88145447-88145611_CPPP	chr3-88145447-88145611_CPPP_WT;HAND_125dNDF1-R,79pCRX-F	A,B,Cx81C,D,Ex121-137,F
chr11-76945428-76945592_UPPP	chr11-76945428-76945592_UPPP_WT;HAND_swapA	A,b,c,d,e,f
chr11-76945428-76945592_UPPP	chr11-76945428-76945592_UPPP_WT;HAND_swapAD	A,b,c,D,e,f
chr11-76945428-76945592_UPPP	chr11-76945428-76945592_UPPP_WT;HAND_swapADF	A,b,c,D,e,F
