qc_metric	comparison	method	value	n	library
cpm_linear_reprod	RNA2_vs_RNA3	spearman	0.9627365462735535	9070	library9a
cpm_log_reprod	RNA1_vs_RNA2	pearson	0.9883692309503571	9070	library9a
cpm_log_reprod	RNA1_vs_RNA2	spearman	0.9697331010560086	9070	library9a
cpm_log_reprod	RNA1_vs_RNA3	pearson	0.9874483227242371	9070	library9a
cpm_log_reprod	RNA1_vs_RNA3	spearman	0.9670856060454723	9070	library9a
cpm_log_reprod	RNA2_vs_RNA3	pearson	0.9864153263880089	9070	library9a
cpm_log_reprod	RNA2_vs_RNA3	spearman	0.9627365462735535	9070	library9a
rna_vs_dna_corr	RNA1_vs_DNA	pearson	0.4567463153199515	9070	library9a
rna_vs_dna_corr	RNA1_vs_DNA	spearman	0.46070726846678206	9070	library9a
rna_vs_dna_corr	RNA2_vs_DNA	pearson	0.45858197411737445	9070	library9a
rna_vs_dna_corr	RNA2_vs_DNA	spearman	0.4633712367745366	9070	library9a
rna_vs_dna_corr	RNA3_vs_DNA	pearson	0.4564594076095977	9070	library9a
rna_vs_dna_corr	RNA3_vs_DNA	spearman	0.4575072990669968	9070	library9a
rna/dna_log_corr	RNA1_vs_RNA2	pearson	0.9844072740081742	9070	library9a
rna/dna_log_corr	RNA1_vs_RNA2	spearman	0.978855486825236	9070	library9a
rna/dna_log_corr	RNA1_vs_RNA3	pearson	0.9831138078187383	9070	library9a
rna/dna_log_corr	RNA1_vs_RNA3	spearman	0.9777219876050993	9070	library9a
rna/dna_log_corr	RNA2_vs_RNA3	pearson	0.9817585754866336	9070	library9a
rna/dna_log_corr	RNA2_vs_RNA3	spearman	0.97528178305816	9070	library9a
rna_dna_vs_dna_corr	RNA1_vs_DNA	pearson	0.04800553368185721	9070	library9a
rna_dna_vs_dna_corr	RNA1_vs_DNA	spearman	0.03315454094288059	9070	library9a
rna_dna_vs_dna_corr	RNA2_vs_DNA	pearson	0.044321372356158156	9070	library9a
rna_dna_vs_dna_corr	RNA2_vs_DNA	spearman	0.03161227583205367	9070	library9a
rna_dna_vs_dna_corr	RNA3_vs_DNA	pearson	0.04044749899455086	9070	library9a
rna_dna_vs_dna_corr	RNA3_vs_DNA	spearman	0.025359091145050174	9070	library9a
basal_distribution	RNA1	pseudobasal	1.3752170466827007	91	library9a
basal_distribution	RNA2	pseudobasal	1.366452790101006	91	library9a
basal_distribution	RNA3	pseudobasal	1.4075277825572252	91	library9a
activity_log_reprod	RNA1_vs_RNA2	pearson	0.9863797218419392	5610	library9a
activity_log_reprod	RNA1_vs_RNA2	spearman	0.9835020828159863	5610	library9a
activity_log_reprod	RNA1_vs_RNA3	pearson	0.9854837914415636	5610	library9a
activity_log_reprod	RNA1_vs_RNA3	spearman	0.9826721265695902	5610	library9a
activity_log_reprod	RNA2_vs_RNA3	pearson	0.9852971591543269	5610	library9a
activity_log_reprod	RNA2_vs_RNA3	spearman	0.9824022324669508	5610	library9a
coverage	RNA1	mean	1081.2849	30000	library9b
coverage	RNA2	mean	987.9866333333333	30000	library9b
coverage	RNA3	mean	1021.7385333333333	30000	library9b
coverage	DNA	mean	761.7254	30000	library9b
raw_linear_reprod	RNA1_vs_RNA2	pearson	0.9925960376311087	30000	library9b
raw_linear_reprod	RNA1_vs_RNA2	spearman	0.6313810231355285	30000	library9b
raw_linear_reprod	RNA1_vs_RNA3	pearson	0.9876938742633299	30000	library9b
raw_linear_reprod	RNA1_vs_RNA3	spearman	0.6243906010334532	30000	library9b
raw_linear_reprod	RNA2_vs_RNA3	pearson	0.98682488813214	30000	library9b
raw_linear_reprod	RNA2_vs_RNA3	spearman	0.6069006848217995	30000	library9b
raw_log_reprod	RNA1_vs_RNA2	pearson	0.6448819888502986	30000	library9b
raw_log_reprod	RNA1_vs_RNA2	spearman	0.6313810231355285	30000	library9b
raw_log_reprod	RNA1_vs_RNA3	pearson	0.638505469901286	30000	library9b
raw_log_reprod	RNA1_vs_RNA3	spearman	0.6243906010334532	30000	library9b
raw_log_reprod	RNA2_vs_RNA3	pearson	0.6341848749087943	30000	library9b
raw_log_reprod	RNA2_vs_RNA3	spearman	0.6069006848217995	30000	library9b
bc_removed	DNA	count	1879.0	30000	library9b
bc_removed	RNA	count	16320.0	30000	library9b
cpm_linear_reprod	RNA1_vs_RNA2	pearson	0.9927020836322513	11801	library9b
cpm_linear_reprod	RNA1_vs_RNA2	spearman	0.9569334317987368	11801	library9b
cpm_linear_reprod	RNA1_vs_RNA3	pearson	0.9877446532499913	11801	library9b
cpm_linear_reprod	RNA1_vs_RNA3	spearman	0.955710185603423	11801	library9b
cpm_linear_reprod	RNA2_vs_RNA3	pearson	0.9868287747684056	11801	library9b
cpm_linear_reprod	RNA2_vs_RNA3	spearman	0.9491162953909016	11801	library9b
cpm_log_reprod	RNA1_vs_RNA2	pearson	0.9844562329174138	11801	library9b
cpm_log_reprod	RNA1_vs_RNA2	spearman	0.9569334317987368	11801	library9b
cpm_log_reprod	RNA1_vs_RNA3	pearson	0.9841580430307244	11801	library9b
cpm_log_reprod	RNA1_vs_RNA3	spearman	0.955710185603423	11801	library9b
cpm_log_reprod	RNA2_vs_RNA3	pearson	0.9830116673608931	11801	library9b
cpm_log_reprod	RNA2_vs_RNA3	spearman	0.9491162953909016	11801	library9b
rna_vs_dna_corr	RNA1_vs_DNA	pearson	0.44022742093502454	11801	library9b
rna_vs_dna_corr	RNA1_vs_DNA	spearman	0.45114300633016224	11801	library9b
rna_vs_dna_corr	RNA2_vs_DNA	pearson	0.43798867881459924	11801	library9b
rna_vs_dna_corr	RNA2_vs_DNA	spearman	0.4505015458431232	11801	library9b
rna_vs_dna_corr	RNA3_vs_DNA	pearson	0.43313166450141105	11801	library9b
rna_vs_dna_corr	RNA3_vs_DNA	spearman	0.43929740878745976	11801	library9b
rna/dna_log_corr	RNA1_vs_RNA2	pearson	0.9797012159459693	11801	library9b
rna/dna_log_corr	RNA1_vs_RNA2	spearman	0.9669245068959257	11801	library9b
rna/dna_log_corr	RNA1_vs_RNA3	pearson	0.9792954243286123	11801	library9b
rna/dna_log_corr	RNA1_vs_RNA3	spearman	0.9665689293147709	11801	library9b
rna/dna_log_corr	RNA2_vs_RNA3	pearson	0.9778819216553576	11801	library9b
rna/dna_log_corr	RNA2_vs_RNA3	spearman	0.9627685181930459	11801	library9b
rna_dna_vs_dna_corr	RNA1_vs_DNA	pearson	0.05901084741990219	11801	library9b
rna_dna_vs_dna_corr	RNA1_vs_DNA	spearman	0.05255949902461413	11801	library9b
rna_dna_vs_dna_corr	RNA2_vs_DNA	pearson	0.05162193861300171	11801	library9b
rna_dna_vs_dna_corr	RNA2_vs_DNA	spearman	0.04505199096101144	11801	library9b
rna_dna_vs_dna_corr	RNA3_vs_DNA	pearson	0.04497503717569516	11801	library9b
rna_dna_vs_dna_corr	RNA3_vs_DNA	spearman	0.029902257765888392	11801	library9b
basal_distribution	RNA1	pseudobasal	1.3196603469396126	144	library9b
basal_distribution	RNA2	pseudobasal	1.4301728495733503	144	library9b
basal_distribution	RNA3	pseudobasal	1.4572910259657388	144	library9b
activity_log_reprod	RNA1_vs_RNA2	pearson	0.9827463867744262	6810	library9b
activity_log_reprod	RNA1_vs_RNA2	spearman	0.9751447904975618	6810	library9b
activity_log_reprod	RNA1_vs_RNA3	pearson	0.9831981338199757	6810	library9b
activity_log_reprod	RNA1_vs_RNA3	spearman	0.9763855124205956	6810	library9b
activity_log_reprod	RNA2_vs_RNA3	pearson	0.9827873070958104	6810	library9b
activity_log_reprod	RNA2_vs_RNA3	spearman	0.9744077247768639	6810	library9b
